Heat Score,Lead Score,Tier,Priority,Org Name,Taxonomy / Type,NPI,City,State,ZIP,Phone,Known Contact,Known Contact Title,Known Contact LinkedIn,Backup Person,Backup Person Title,Backup Person LinkedIn,Employee LinkedIn 1,Employee LinkedIn 2,Employee LinkedIn 3,Company LinkedIn,Company People Search,Notes,Tags
110,70,A,High,"ALERE GENETICS, INC.",Clinical Medical Laboratory,1669465399,CHAPEL HILL,NC,27514,,,,,,,,,,,,https://www.bing.com/search?q=%22ALERE%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: NC,tier-A;lab;rule-intercept
110,70,A,High,"ALERE TOXICOLOGY SERVICES, INC",Clinical Medical Laboratory,1689874893,NORTH CHESTERFIELD,VA,232363045,,,,,,,,,,,,https://www.bing.com/search?q=%22ALERE%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: VA,tier-A;lab;rule-intercept
110,70,A,High,ALL IN ONE DRUG TESTING SERVICES,Clinical Medical Laboratory,1346549904,CORNELIUS,NC,280314017,,,,,,,,,,,,https://www.bing.com/search?q=%22ALL%20IN%20ONE%20DRUG%20TESTING%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: drug testing;Priority market: NC,tier-A;lab;rule-intercept
110,70,A,High,"AMERICAN TOXICOLOGY INSTITUTE, LLC",Clinical Medical Laboratory,1396085213,SAINT LOUIS,MO,631161606,,,,,,,,,,,,https://www.bing.com/search?q=%22AMERICAN%20TOXICOLOGY%20INSTITUTE%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: MO,tier-A;lab;rule-intercept
110,70,A,High,"AMERICAN TOXICOLOGY LAB, LLC",Clinical Medical Laboratory,1457772592,JOHNSON CITY,TN,376014037,,,,,,,,,,,,https://www.bing.com/search?q=%22AMERICAN%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TN,tier-A;lab;rule-intercept
110,70,A,High,ARGENTUM TOXICOLOGY LLC,Clinical Medical Laboratory,1346669793,WEBSTER,TX,775985206,,,,,,,,,,,,https://www.bing.com/search?q=%22ARGENTUM%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,"ASSURANCE TOXICOLOGY SERVICES, INC",Clinical Medical Laboratory,1376960914,SAN ANTONIO,TX,782162877,,,,,,,,,,,,https://www.bing.com/search?q=%22ASSURANCE%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,ATLAS GENOMICS LLC,Clinical Medical Laboratory,1720489834,SEATTLE,WA,981991565,,,,,,,,,,,,https://www.bing.com/search?q=%22ATLAS%20GENOMICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genomics;Priority market: WA,tier-A;lab;rule-intercept
110,70,A,High,ATOSSA GENETICS INC,Clinical Medical Laboratory,1306139696,SEATTLE,WA,98102,,,,,,,,,,,,https://www.bing.com/search?q=%22ATOSSA%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: WA,tier-A;lab;rule-intercept
110,70,A,High,"AURA GENETICS OF OHIO, LLC",Clinical Medical Laboratory,1891467643,BOARDMAN,OH,445125004,,,,,,,,,,,,https://www.bing.com/search?q=%22AURA%20GENETICS%20OF%20OHIO%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: OH,tier-A;lab;rule-intercept
110,70,A,High,AURUM TOXICOLOGY LLC,Clinical Medical Laboratory,1477972883,WEBSTER,TX,775985206,,,,,,,,,,,,https://www.bing.com/search?q=%22AURUM%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,AVRIO GENETICS LLC,Clinical Medical Laboratory,1720658438,ALLENTOWN,PA,181043432,,,,,,,,,,,,https://www.bing.com/search?q=%22AVRIO%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: PA,tier-A;lab;rule-intercept
110,70,A,High,"AXIS FORENSIC TOXICOLOGY, INC.",Clinical Medical Laboratory,1457804197,INDIANAPOLIS,IN,462414352,,,,,,,,,,,,https://www.bing.com/search?q=%22AXIS%20FORENSIC%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: IN,tier-A;lab;rule-intercept
110,70,A,High,"BAYLOR COLLEGE OF MEDICINE, MEDICAL GENETICS LABS",Clinical Medical Laboratory,1770635864,HOUSTON,TX,770303411,,,,,,,,,,,,https://www.bing.com/search?q=%22BAYLOR%20COLLEGE%20OF%20MEDICINE%2C%20MEDICAL%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,"BAYLOR MIRACA GENETICS LABORATORIES, LLC",Clinical Medical Laboratory,1568860062,HOUSTON,TX,770212039,,,,,,,,,,,,https://www.bing.com/search?q=%22BAYLOR%20MIRACA%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,"BIOTOX LABORATORY, LLC",Clinical Medical Laboratory,1346611092,ALLEN PARK,MI,481012765,,,,,,,,,,,,https://www.bing.com/search?q=%22BIOTOX%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: tox lab;Priority market: MI,tier-A;lab;rule-intercept
110,70,A,High,BLACK CAT TOXICOLOGY LLC,Clinical Medical Laboratory,1083295042,HOUSTON,TX,770247767,,,,,,,,,,,,https://www.bing.com/search?q=%22BLACK%20CAT%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,BLUEPRINT GENETICS INC.,Clinical Medical Laboratory,1023063062,MARLBOROUGH,MA,01752,,,,,,,,,,,,https://www.bing.com/search?q=%22BLUEPRINT%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: MA,tier-A;lab;rule-intercept
110,70,A,High,CALHOUN DRUG TESTING SERVICES,Clinical Medical Laboratory,1174206312,ANDERSON,SC,296211325,,,,,,,,,,,,https://www.bing.com/search?q=%22CALHOUN%20DRUG%20TESTING%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: drug testing;Priority market: SC,tier-A;lab;rule-intercept
110,70,A,High,CAMBRIDGE TOXICOLOGY,Clinical Medical Laboratory,1265113724,ELYRIA,OH,440351649,,,,,,,,,,,,https://www.bing.com/search?q=%22CAMBRIDGE%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: OH,tier-A;lab;rule-intercept
110,70,A,High,CANCER GENETICS INC,Clinical Medical Laboratory,1316307788,MORRISVILLE,NC,275608537,,,,,,,,,,,,https://www.bing.com/search?q=%22CANCER%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: NC,tier-A;lab;rule-intercept
110,70,A,High,CANCER GENETICS INC.,Clinical Medical Laboratory,1215980610,RUTHERFORD,NJ,07070,,,,,,,,,,,,https://www.bing.com/search?q=%22CANCER%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: NJ,tier-A;lab;rule-intercept
110,70,A,High,"CAPITAL TOXICOLOGY, LLC",Clinical Medical Laboratory,1568696185,AUSTIN,TX,787485602,,,,,,,,,,,,https://www.bing.com/search?q=%22CAPITAL%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,CENTER FOR HUMAN GENETICS,Clinical Medical Laboratory,1578556353,CLEVELAND,OH,441062205,,,,,,,,,,,,https://www.bing.com/search?q=%22CENTER%20FOR%20HUMAN%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: OH,tier-A;lab;rule-intercept
110,70,A,High,"CENTER FOR HUMAN GENETICS, INC",Clinical Medical Laboratory,1821153156,CAMBRIDGE,MA,02139,,,,,,,,,,,,https://www.bing.com/search?q=%22CENTER%20FOR%20HUMAN%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: MA,tier-A;lab;rule-intercept
110,70,A,High,CENTER FOR MEDICAL GENETICS PLLC,Clinical Medical Laboratory,1447566500,HOUSTON,TX,770541947,,,,,,,,,,,,https://www.bing.com/search?q=%22CENTER%20FOR%20MEDICAL%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,"CENTER FOR MEDICAL GENETICS, PLLC",Clinical Medical Laboratory,1710214119,MCALLEN,TX,785031591,,,,,,,,,,,,https://www.bing.com/search?q=%22CENTER%20FOR%20MEDICAL%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,"CENTER FOR MEDICAL GENETICS, PLLC",Clinical Medical Laboratory,1033109020,HOUSTON,TX,770541920,,,,,,,,,,,,https://www.bing.com/search?q=%22CENTER%20FOR%20MEDICAL%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,CGC GENETICS INC.,Clinical Medical Laboratory,1467793208,NEWARK,NJ,071032757,,,,,,,,,,,,https://www.bing.com/search?q=%22CGC%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: NJ,tier-A;lab;rule-intercept
110,70,A,High,"CHAMPLAIN TOXICOLOGY LAB, LLC",Clinical Medical Laboratory,1043869068,PLATTSBURGH,NY,129011217,,,,,,,,,,,,https://www.bing.com/search?q=%22CHAMPLAIN%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: NY,tier-A;lab;rule-intercept
110,70,A,High,"CHESAPEAKE TOXICOLOGY RESOURCES, LLC",Clinical Medical Laboratory,1992160436,FREDERICK,MD,217014763,,,,,,,,,,,,https://www.bing.com/search?q=%22CHESAPEAKE%20TOXICOLOGY%20RESOURCES%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: MD,tier-A;lab;rule-intercept
110,70,A,High,CITY GENOMICS INC,Clinical Medical Laboratory,1255189783,HOUSTON,TX,770406210,,,,,,,,,,,,https://www.bing.com/search?q=%22CITY%20GENOMICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genomics;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,"CLARITAS GENOMICS , INC",Clinical Medical Laboratory,1598158248,CAMBRIDGE,MA,021394559,,,,,,,,,,,,https://www.bing.com/search?q=%22CLARITAS%20GENOMICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genomics;Priority market: MA,tier-A;lab;rule-intercept
110,70,A,High,CLARITY TOXICOLOGY LLC,Clinical Medical Laboratory,1326441049,FLOWER MOUND,TX,750222718,,,,,,,,,,,,https://www.bing.com/search?q=%22CLARITY%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,"CLARITY TOXICOLOGY, LLC",Clinical Medical Laboratory,1124490313,FLOWER MOUND,TX,750222718,,,,,,,,,,,,https://www.bing.com/search?q=%22CLARITY%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,CLINICAL GENOMICS PATHOLOGY INC.,Clinical Medical Laboratory,1316492705,BRIDGEWATER,NJ,088071275,,,,,,,,,,,,https://www.bing.com/search?q=%22CLINICAL%20GENOMICS%20PATHOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genomics;Priority market: NJ,tier-A;lab;rule-intercept
110,70,A,High,"CLINTOX LABORATORIES, LLC",Clinical Medical Laboratory,1659435998,WEST MONROE,LA,712914453,,,,,,,,,,,,https://www.bing.com/search?q=%22CLINTOX%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: tox lab;Priority market: LA,tier-A;lab;rule-intercept
110,70,A,High,"COALITION TOXICOLOGY, LLC",Clinical Medical Laboratory,1114308863,JUPITER,FL,334585285,,,,,,,,,,,,https://www.bing.com/search?q=%22COALITION%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: FL,tier-A;lab;rule-intercept
110,70,A,High,COBA TOXICOLOGY LLC,Clinical Medical Laboratory,1831858364,WEBSTER,TX,775985393,,,,,,,,,,,,https://www.bing.com/search?q=%22COBA%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,COFACTOR GENOMICS,Clinical Medical Laboratory,1568127611,SAINT LOUIS,MO,631101716,,,,,,,,,,,,https://www.bing.com/search?q=%22COFACTOR%20GENOMICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genomics;Priority market: MO,tier-A;lab;rule-intercept
110,70,A,High,COMPASS TOXICOLOGY LLC,Clinical Medical Laboratory,1386197598,PASADENA,TX,775041827,,,,,,,,,,,,https://www.bing.com/search?q=%22COMPASS%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,COMPLIANCE TOXICOLOGY LLC,Clinical Medical Laboratory,1124327622,NEW WAVERLY,TX,773583642,,,,,,,,,,,,https://www.bing.com/search?q=%22COMPLIANCE%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,COMPREHENSIVE TOXICOLOGY PC,Clinical Medical Laboratory,1306186614,COOKEVILLE,TN,385014672,,,,,,,,,,,,https://www.bing.com/search?q=%22COMPREHENSIVE%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TN,tier-A;lab;rule-intercept
110,70,A,High,COVIGEN MEDTOX LAB INC.,Clinical Medical Laboratory,1407424328,ELIZABETH,NJ,072082310,,,,,,,,,,,,https://www.bing.com/search?q=%22COVIGEN%20MEDTOX%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: tox lab;Priority market: NJ,tier-A;lab;rule-intercept
110,70,A,High,CROWN TOXICOLOGY LTD,Clinical Medical Laboratory,1285019158,SAN ANTONIO,TX,782474335,,,,,,,,,,,,https://www.bing.com/search?q=%22CROWN%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,"CSI GENETICS, LLC",Clinical Medical Laboratory,1295806552,ALPHARETTA,GA,300054482,,,,,,,,,,,,https://www.bing.com/search?q=%22CSI%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: GA,tier-A;lab;rule-intercept
110,70,A,High,"DARLENE'S DRUG TESTING CENTER & MORE, LLC",Clinical Medical Laboratory,1477379006,HOUSTON,TX,770542651,,,,,,,,,,,,https://www.bing.com/search?q=%22DARLENE%27S%20DRUG%20TESTING%20CENTER%20%26%20MORE%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: drug testing;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,DECODE GENETICS INC.,Clinical Medical Laboratory,1538355656,WOODRIDGE,IL,605174957,,,,,,,,,,,,https://www.bing.com/search?q=%22DECODE%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: IL,tier-A;lab;rule-intercept
110,70,A,High,DEEP BLUE TOXICOLOGY LLC,Clinical Medical Laboratory,1396113809,WEST PALM BEACH,FL,334032025,,,,,,,,,,,,https://www.bing.com/search?q=%22DEEP%20BLUE%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: FL,tier-A;lab;rule-intercept
110,70,A,High,DIAGNOSTIC GENETICS,Clinical Medical Laboratory,1356561864,LONG BRANCH,NJ,077406303,,,,,,,,,,,,https://www.bing.com/search?q=%22DIAGNOSTIC%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: NJ,tier-A;lab;rule-intercept
110,70,A,High,DRUG TESTING LLC,Clinical Medical Laboratory,1144460908,STUART,FL,349942160,,,,,,,,,,,,https://www.bing.com/search?q=%22DRUG%20TESTING%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: drug testing;Priority market: FL,tier-A;lab;rule-intercept
110,70,A,High,"DRUG TESTING SOLUTIONS, INC",Clinical Medical Laboratory,1225366941,DANDRIDGE,TN,377254621,,,,,,,,,,,,https://www.bing.com/search?q=%22DRUG%20TESTING%20SOLUTIONS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: drug testing;Priority market: TN,tier-A;lab;rule-intercept
110,70,A,High,"EAGLE TOXICOLOGY, LLC",Clinical Medical Laboratory,1407221336,JUPITER,FL,334585286,,,,,,,,,,,,https://www.bing.com/search?q=%22EAGLE%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: FL,tier-A;lab;rule-intercept
110,70,A,High,"EAST COAST TOXICOLOGY LABORATORIES, INC.",Clinical Medical Laboratory,1285952762,PEMBROKE PINES,FL,330243611,,,,,,,,,,,,https://www.bing.com/search?q=%22EAST%20COAST%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: FL,tier-A;lab;rule-intercept
110,70,A,High,ECLIPSE TOXICOLOGY LTD,Clinical Medical Laboratory,1336534072,SAN ANTONIO,TX,782325034,,,,,,,,,,,,https://www.bing.com/search?q=%22ECLIPSE%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: TX,tier-A;lab;rule-intercept
110,70,A,High,"EMPIRE GENOMICS, LLC",Clinical Medical Laboratory,1265853519,BUFFALO,NY,142031536,,,,,,,,,,,,https://www.bing.com/search?q=%22EMPIRE%20GENOMICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genomics;Priority market: NY,tier-A;lab;rule-intercept
110,70,A,High,EMS TOXICOLOGY,Clinical Medical Laboratory,1083004493,LAS VEGAS,NV,891204410,,,,,,,,,,,,https://www.bing.com/search?q=%22EMS%20TOXICOLOGY%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: toxicology;Priority market: NV,tier-A;lab;rule-intercept
110,70,A,High,EVERIST GENOMICS,Clinical Medical Laboratory,1568767929,ANN ARBOR,MI,481089109,,,,,,,,,,,,https://www.bing.com/search?q=%22EVERIST%20GENOMICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genomics;Priority market: MI,tier-A;lab;rule-intercept
110,70,A,High,"EVERIST GENOMICS, INC.",Clinical Medical Laboratory,1750668703,ANN ARBOR,MI,481083371,,,,,,,,,,,,https://www.bing.com/search?q=%22EVERIST%20GENOMICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genomics;Priority market: MI,tier-A;lab;rule-intercept
110,70,A,High,EYE CARE GENETICS,Clinical Medical Laboratory,1841935954,GAINESVILLE,FL,32601,,,,,,,,,,,,https://www.bing.com/search?q=%22EYE%20CARE%20GENETICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: FL,tier-A;lab;rule-intercept
110,70,A,High,FALCON GENOMICS INC,Clinical Medical Laboratory,1467844738,ALLISON PARK,PA,151013180,,,,,,,,,,,,https://www.bing.com/search?q=%22FALCON%20GENOMICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genomics;Priority market: PA,tier-A;lab;rule-intercept
110,70,A,High,"FORTIER SUBSTANCE ABUSE TESTING, INC.",Clinical Medical Laboratory,1255633996,NASHVILLE,TN,372142300,,,,,,,,,,,,https://www.bing.com/search?q=%22FORTIER%20SUBSTANCE%20ABUSE%20TESTING%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: substance abuse;Priority market: TN,tier-A;lab;rule-intercept
110,70,A,High,"G6 GENOMICS, LLC",Clinical Medical Laboratory,1114346616,ATLANTA,GA,303495591,,,,,,,,,,,,https://www.bing.com/search?q=%22G6%20GENOMICS%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genomics;Priority market: GA,tier-A;lab;rule-intercept
110,70,A,High,"GENESIS GENETICS INSTITUTE, LLC",Clinical Medical Laboratory,1326283276,DETROIT,MI,482073104,,,,,,,,,,,,https://www.bing.com/search?q=%22GENESIS%20GENETICS%20INSTITUTE%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: MI,tier-A;lab;rule-intercept
110,70,A,High,"GENETICS ASSOCIATES, INC,",Clinical Medical Laboratory,1629068085,NASHVILLE,TN,372032120,,,,,,,,,,,,https://www.bing.com/search?q=%22GENETICS%20ASSOCIATES%2C%20INC%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: TN,tier-A;lab;rule-intercept
110,70,A,High,"GENETICS ASSOCIATES, LLC",Clinical Medical Laboratory,1669207361,NASHVILLE,TN,372032182,,,,,,,,,,,,https://www.bing.com/search?q=%22GENETICS%20ASSOCIATES%22%20site%3Alinkedin.com/company%20people%20employees,Tier A | RuleScore 70 | Lab Type: Clinical Medical Laboratory | Signals: Tier A lab type: genetics;Priority market: TN,tier-A;lab;rule-intercept
